Condition,Date,Id,View,Waterfront,Yr Built,Zipcode,Bathrooms,Bedrooms,Floors,Grade,Lat,Long,Price,Sqft Living,Sqft Lot
Average,20141112T000000,4188300180,No View,No,2012,98011,2.5,3,2,9,47.7745,-122.225,650000,2870,7288
Average,20150401T000000,7280300042,Fair,No,1988,98177,2.25,4,2,8,47.7764,-122.386,650000,2330,7220
Good,20150423T000000,4154303125,No View,No,1950,98118,1.75,3,1,8,47.565,-122.274,650000,2330,7200
Very Good,20141107T000000,3188100105,No View,No,1942,98115,2.5,4,1,7,47.6882,-122.306,650000,2110,6820
Good,20150316T000000,8084400010,No View,No,1951,98004,1,3,1,7,47.6322,-122.212,650000,920,6750
Average,20140826T000000,7691800130,No View,No,2002,98075,2.5,3,2,8,47.5958,-122.038,650000,2790,6720
Average,20140620T000000,7202331420,No View,No,2003,98053,2.5,4,2,7,47.683,-122.039,650000,3040,6587
Average,20140714T000000,7974700112,No View,No,1975,98115,2.5,4,1.5,8,47.6737,-122.284,650000,2530,6500
Average,20150126T000000,5113400364,No View,No,1946,98119,1.5,4,1,7,47.6445,-122.374,650000,2480,6383
Good,20140929T000000,5101404482,No View,No,1931,98115,2.5,3,1.5,8,47.6974,-122.313,650000,2220,6380
Average,20140919T000000,318500300,No View,No,2001,98075,2.75,4,2,9,47.5788,-122.059,650000,2640,6240
Average,20140929T000000,2387400120,No View,No,2001,98033,2.5,4,2,9,47.6922,-122.174,650000,2500,6005
Average,20140731T000000,5318101040,No View,No,1965,98112,1,2,1,7,47.6339,-122.282,650000,1280,6000
Good,20141027T000000,6690500320,No View,No,1928,98103,1,3,1.5,7,47.6861,-122.354,650000,1710,5992
Average,20140922T000000,513000550,No View,No,1957,98116,2,3,1,8,47.5767,-122.383,650000,2520,5980
Very Good,20140611T000000,9274203190,No View,No,1928,98116,1,2,1,8,47.5861,-122.391,650000,1030,5750
Average,20141023T000000,7202270440,No View,No,2001,98053,2.5,4,2,7,47.686,-122.036,650000,2770,5612
Average,20140731T000000,3578600201,No View,No,2004,98028,2.5,4,2,8,47.745,-122.224,650000,2860,5576
Average,20150510T000000,7852170140,No View,No,2003,98065,2.5,4,2,9,47.5416,-121.864,650000,3180,5438
Average,20150421T000000,7852170130,No View,No,2003,98065,2.75,4,2,9,47.5414,-121.864,650000,3260,5335
Average,20150323T000000,4221270350,No View,No,2004,98075,2.5,3,2,8,47.591,-122.017,650000,2320,5284
Average,20140911T000000,871001735,No View,No,1954,98199,2.25,4,1,8,47.6534,-122.409,650000,1910,5120
Good,20140714T000000,9277200111,Fair,No,1963,98116,1.75,4,1,7,47.5793,-122.402,650000,2010,5070
Very Good,20140603T000000,1189000030,No View,No,1902,98122,2.75,5,1.5,8,47.6136,-122.299,650000,2550,5040
Average,20150413T000000,4310703070,No View,No,1968,98103,3,6,1,8,47.6971,-122.341,650000,2960,5000
Average,20150124T000000,9297300055,Good,No,1979,98126,3,4,2,9,47.5714,-122.375,650000,2950,5000
Good,20140923T000000,5035300570,No View,No,1938,98199,2,3,1,8,47.6521,-122.413,650000,2300,5000
Very Good,20141112T000000,7578200310,No View,No,1917,98116,2,4,3,8,47.5711,-122.383,650000,2208,5000
Average,20140502T000000,9294300070,Fair,No,1945,98115,2,4,1.5,7,47.6815,-122.269,650000,1820,5000
Average,20140728T000000,2767704860,No View,No,1911,98107,1.75,3,1,7,47.6722,-122.372,650000,1550,5000
Average,20140513T000000,9268200484,No View,No,2013,98117,2.5,4,2,9,47.6959,-122.364,650000,2210,4861
Good,20150330T000000,4151800195,Average,No,1942,98033,1,3,1,6,47.6646,-122.204,650000,1410,4840
Average,20141021T000000,4400200060,No View,No,1908,98112,2,5,1,7,47.6236,-122.306,650000,1910,4667
Average,20141211T000000,6980500030,No View,No,2007,98028,2.5,4,2,9,47.7473,-122.23,650000,3700,4500
Very Good,20140703T000000,2174503441,No View,No,1960,98040,1.5,3,1,7,47.5866,-122.25,650000,1380,4500
Average,20140618T000000,2867100190,No View,No,1926,98119,1.75,5,1.5,7,47.6452,-122.369,650000,1260,4500
Average,20141118T000000,161000120,Fair,No,1910,98144,2,4,1.5,7,47.5876,-122.292,650000,2850,4497
Very Good,20141103T000000,2087700115,No View,No,1916,98144,1.5,2,1,7,47.5834,-122.293,650000,1900,4450
Average,20140714T000000,3630130010,No View,No,2006,98029,2.5,3,2,9,47.5482,-121.996,650000,1910,4363
Average,20141222T000000,2767602141,No View,No,1955,98107,1.5,3,1,7,47.674,-122.379,650000,1380,4290
Average,20141208T000000,4083300595,No View,No,1924,98103,1,3,1.5,7,47.6595,-122.337,650000,1430,4240
Very Good,20140616T000000,2919201365,No View,No,1910,98103,2.75,4,3,8,47.6901,-122.357,650000,2610,4160
Good,20150122T000000,4206901435,No View,No,1903,98105,1.75,2,1.5,7,47.6571,-122.326,650000,1450,4000
Good,20141022T000000,1189000645,No View,No,1914,98122,2,4,1.5,8,47.6117,-122.297,650000,1930,3976
Average,20141105T000000,2880100795,No View,No,2003,98117,2.5,3,2,7,47.6767,-122.365,650000,2350,3750
Average,20150410T000000,3629910370,No View,No,2003,98029,2.5,3,2,9,47.5506,-121.993,650000,2190,3600
Average,20141222T000000,2877100235,No View,No,1911,98103,2,5,1.5,8,47.6762,-122.356,650000,2400,3500
Good,20141105T000000,2321300390,No View,No,1925,98199,2,3,1,8,47.6372,-122.395,650000,1870,3388
Average,20150331T000000,6635000110,No View,No,2014,98034,2.5,3,2,9,47.7194,-122.199,650000,2380,3332
Average,20140905T000000,9136102057,No View,No,1940,98103,2.5,4,1,7,47.6662,-122.338,650000,2160,3139
Very Good,20150416T000000,6430500233,No View,No,1928,98103,2,3,1,7,47.6894,-122.35,650000,1840,3075
Average,20140815T000000,4083305445,No View,No,1913,98103,2,3,1.5,7,47.6518,-122.335,650000,1340,2720
Average,20140628T000000,9828200762,No View,No,1904,98122,1,2,1,7,47.6172,-122.298,650000,1050,2542
Average,20140807T000000,1868901190,No View,No,2001,98115,2.25,4,3,8,47.6726,-122.298,650000,2100,2500
Average,20140530T000000,5016001060,Average,No,1994,98112,2.5,2,2,8,47.622,-122.3,650000,1740,2500
Good,20140805T000000,5244800125,Average,No,1914,98109,1.75,3,1,8,47.6462,-122.351,650000,1840,2310
Average,20150409T000000,8032700110,No View,No,2007,98103,2.5,3,3,8,47.6533,-122.341,650000,1480,2159
Average,20140912T000000,9385200055,No View,No,2001,98116,3.25,3,2,9,47.5815,-122.402,650000,1510,2000
Average,20141024T000000,9528101214,No View,No,2011,98115,3.5,3,3,8,47.6826,-122.324,650000,1494,1262
Average,20141126T000000,6762700376,No View,No,2002,98102,2.75,3,2,8,47.6298,-122.321,650000,1540,1251
Average,20150409T000000,1972201772,Good,No,2008,98103,2.5,2,3,8,47.6523,-122.346,650000,1470,690
Average,20140924T000000,7504010750,No View,No,1976,98074,2.25,4,2,9,47.6408,-122.058,649990,2130,11900
Average,20150408T000000,522079067,No View,No,1919,98038,2.5,3,1,8,47.4167,-121.936,649950,3310,387684
Good,20140609T000000,926069009,No View,No,1994,98077,2.5,4,2,8,47.7545,-122.047,649950,2350,63162
Good,20140911T000000,2141340040,No View,No,1979,98006,2.5,3,2,9,47.5573,-122.136,649950,2150,15304
Fair- Badly worn,20150319T000000,2568300045,No View,No,1964,98125,2,6,1,7,47.7037,-122.296,649950,1900,8240
Good,20150128T000000,7997200130,Average,No,1944,98117,2.5,3,1,8,47.6949,-122.389,649950,2420,7500
Average,20150417T000000,1980200236,No View,No,2009,98133,2.5,3,2,9,47.7329,-122.356,649950,2420,6847
Average,20150223T000000,3566800485,Fair,No,2005,98117,3.5,4,3,8,47.6923,-122.392,649950,2440,3012
Average,20140623T000000,2770604365,No View,No,2014,98119,2.5,3,2,9,47.6451,-122.375,649950,1500,1375
Average,20140929T000000,2997800075,No View,No,2014,98116,2.75,3,3,9,47.5764,-122.408,649950,1670,1350
Average,20140925T000000,3888100022,No View,No,1995,98033,2.5,4,2,8,47.6883,-122.168,649800,2280,9827
Good,20141120T000000,322069180,No View,No,1990,98038,3,3,1.5,9,47.4257,-122.03,649500,3730,383328
Average,20150508T000000,3224059107,No View,No,2008,98056,3,4,2,9,47.5279,-122.199,649500,3150,6599
Average,20140623T000000,2025079045,Average,No,2005,98014,1.75,2,2,9,47.6359,-121.94,649000,2260,280962
Good,20150309T000000,8886000005,Good,No,1988,98070,2.75,2,2,8,47.4145,-122.44,649000,2090,23962
Average,20140905T000000,6102400166,Excellent,Yes,1913,98166,2,3,2,8,47.4663,-122.369,649000,1810,17006
Good,20140731T000000,5152920070,Good,No,1973,98003,2.5,3,1,10,47.3424,-122.326,649000,3410,13809
Average,20140923T000000,318300040,No View,No,1991,98042,3.25,5,2,9,47.3632,-122.061,649000,3990,13087
Average,20141105T000000,2553300270,No View,No,1994,98075,2.5,4,2,10,47.5857,-122.027,649000,2980,12764
Very Good,20140818T000000,9170500060,No View,No,1961,98033,2,4,1,8,47.693,-122.168,649000,2240,11040
Average,20140923T000000,3590000050,No View,No,2014,98059,2.75,4,2,9,47.4823,-122.124,649000,3130,9711
Average,20141217T000000,8150600250,No View,No,2008,98126,2.5,4,2,9,47.549,-122.374,649000,2730,4847
Average,20150309T000000,425049036,No View,No,1908,98115,1,2,1,7,47.6762,-122.299,649000,1280,4840
Average,20150402T000000,2768100510,No View,No,2015,98107,2,3,3,9,47.6692,-122.372,649000,1530,1442
Average,20141014T000000,1806900502,No View,No,2004,98112,3.25,3,2,8,47.6201,-122.309,649000,1720,936
Very Good,20150408T000000,5459000305,No View,No,1964,98040,2.25,3,1,8,47.5767,-122.233,648752,2060,9953
Average,20140523T000000,3528900980,No View,No,1951,98109,2.75,4,1,8,47.6406,-122.344,648475,2250,5700
Good,20140522T000000,1245001295,Fair,No,1947,98033,1.75,4,1,7,47.6895,-122.207,648360,2260,7005
Average,20140609T000000,2553300030,No View,No,1992,98075,2.5,4,2,10,47.5833,-122.028,648000,2380,13435
Good,20150408T000000,6072100790,No View,No,1973,98006,2.25,5,2,8,47.5434,-122.175,648000,2410,12000
Average,20150209T000000,4036400040,Average,No,1964,98155,2.5,5,1,9,47.7383,-122.288,648000,2210,10772
Very Good,20150429T000000,6071400710,No View,No,1961,98006,1.75,3,1,8,47.553,-122.174,648000,1610,10229
Average,20140909T000000,3904920980,No View,No,1989,98029,2.5,4,2,9,47.5672,-122.011,648000,2740,9959
Good,20150325T000000,1687900170,Fair,No,1983,98006,2.25,4,2,8,47.5634,-122.128,648000,2170,8240
Average,20140604T000000,7853350090,No View,No,2008,98065,2.5,4,2,9,47.5441,-121.86,648000,3290,6203
Average,20140806T000000,1703050200,No View,No,2001,98074,2.5,4,2,9,47.6301,-122.019,648000,2620,5450
Good,20140508T000000,1200019,No View,No,1947,98166,1.75,4,1,8,47.4444,-122.351,647500,2060,26036
Average,20150408T000000,8832900780,Fair,No,1959,98028,2,5,1,8,47.7597,-122.263,647500,1760,21562
Very Good,20140605T000000,1250202255,No View,No,1916,98144,1.75,3,1,7,47.5873,-122.29,647500,1290,3870
Average,20140512T000000,8961970190,No View,No,1999,98074,2.5,4,2,8,47.6073,-122.015,647000,3040,6887
Average,20150303T000000,2782100260,No View,No,2000,98075,2.5,4,2,9,47.5965,-122.038,647000,2390,5800
Average,20150415T000000,3629700020,No View,No,2014,98027,3,3,2.5,8,47.5446,-122.017,646800,2230,1407
Good,20140604T000000,9346920260,No View,No,1978,98006,2.25,4,1,8,47.5615,-122.131,646000,2500,8500
Average,20150324T000000,1472330030,No View,No,2004,98028,2.75,3,2,9,47.7497,-122.245,646000,2460,6413
Average,20140618T000000,4242900215,No View,No,1976,98107,2.75,5,1,7,47.675,-122.39,646000,2870,4461
Average,20140619T000000,3501600114,No View,No,2008,98117,2.5,4,2,8,47.6937,-122.361,646000,2310,4079
Average,20141118T000000,1150000340,No View,No,1988,98029,2.5,4,2,10,47.5598,-122.018,645500,2390,9638
Average,20141112T000000,7852110740,No View,No,2000,98065,2.5,4,2,9,47.5394,-121.875,645500,2990,8622
Good,20140530T000000,7518502210,No View,No,1909,98117,1,2,1.5,7,47.6786,-122.379,645500,1890,5202
Average,20150327T000000,822039111,Fair,No,1997,98070,2.5,3,1,9,47.4089,-122.459,645000,2120,196995
Good,20140827T000000,6398000191,Fair,No,1991,98070,1.5,2,1.5,8,47.4022,-122.464,645000,1995,115670
Average,20141201T000000,921049141,No View,No,2001,98003,2.25,3,1,10,47.3207,-122.293,645000,3280,79279
Good,20141107T000000,5561100180,No View,No,1975,98027,2.25,5,2,8,47.4553,-121.987,645000,3340,52476
Average,20140708T000000,3276930370,No View,No,1987,98075,2.5,4,2,9,47.5852,-121.992,645000,2850,37522
Average,20141208T000000,624100010,No View,No,1983,98077,2.5,3,1.5,9,47.7234,-122.066,645000,2930,19900
Average,20140707T000000,8651520160,No View,No,1985,98074,2.5,4,2,8,47.6449,-122.059,645000,2690,18653
Good,20140902T000000,824069188,No View,No,1979,98075,2.25,4,1,8,47.5851,-122.073,645000,2720,18295
Good,20140625T000000,8894000040,Average,No,1953,98177,2.75,3,1,8,47.7128,-122.365,645000,1850,16960
Very Good,20140602T000000,3296000110,No View,No,1963,98007,2.5,4,1,8,47.6202,-122.138,645000,2430,14400
Average,20140717T000000,2787250190,No View,No,1995,98019,2.5,4,2,8,47.7306,-121.973,645000,2860,14000
Good,20140513T000000,8563070030,No View,No,1975,98008,2.5,3,2,9,47.6264,-122.092,645000,1740,13750
Good,20141125T000000,623039026,Good,No,1969,98070,2.25,2,1,8,47.5098,-122.474,645000,2770,11884
Average,20150108T000000,1455600030,Good,No,1955,98125,2,4,1,8,47.7293,-122.284,645000,2780,11583
Good,20140702T000000,868000530,No View,No,1956,98177,1.75,3,1,7,47.7057,-122.374,645000,2270,11472
Average,20140516T000000,7504110780,No View,No,1983,98074,2.5,4,2,9,47.6318,-122.039,645000,3160,11380
Average,20150427T000000,8941800100,Average,No,1991,98106,3.25,3,2,9,47.5545,-122.354,645000,3870,11000
Average,20150422T000000,3447000100,No View,No,1996,98006,2.5,4,2,8,47.5715,-122.128,645000,2250,10696
Average,20141212T000000,8077210230,No View,No,1990,98074,2.5,4,2,9,47.6283,-122.026,645000,2340,8955
Very Good,20141216T000000,1088020070,No View,No,1974,98033,2.25,4,1,8,47.6678,-122.182,645000,2070,8720
Good,20140904T000000,5458800330,No View,No,1958,98040,1.75,4,1.5,8,47.5795,-122.235,645000,1550,7350
Very Good,20140716T000000,1919800260,No View,No,1914,98103,1.75,3,1.5,7,47.6956,-122.335,645000,2340,6750
Good,20150504T000000,5166700055,No View,No,1974,98126,2.75,4,1,7,47.5559,-122.379,645000,2340,6350
Average,20150311T000000,8121100395,No View,No,1946,98118,1.5,4,1.5,6,47.5681,-122.285,645000,1600,6180
Very Good,20150210T000000,2402100675,No View,No,1910,98103,3.75,3,2,7,47.6873,-122.332,645000,2050,6000
Average,20150321T000000,1703050500,No View,No,2003,98074,2.5,3,2,9,47.6298,-122.022,645000,2490,5978
Good,20140722T000000,103000116,No View,No,1946,98115,1.75,3,1,7,47.6733,-122.301,645000,2070,5500
Average,20150219T000000,7853400250,No View,No,2012,98065,3.5,4,2,9,47.5168,-121.883,645000,2910,5260
Average,20141013T000000,9521100465,No View,No,1920,98103,1,2,1,7,47.6634,-122.351,645000,1240,5000
Average,20150430T000000,9276200635,No View,No,1907,98116,1.75,3,1,7,47.58,-122.392,645000,1840,4255
Good,20150513T000000,3975400185,No View,No,1941,98103,2,3,1,7,47.6546,-122.344,645000,1640,4218
Average,20141024T000000,5406500170,No View,No,2001,98075,2.5,4,2,8,47.5989,-122.039,645000,2780,4200
Good,20150324T000000,3735901080,No View,No,1946,98115,1,3,1,7,47.688,-122.32,645000,2270,4182
Good,20141029T000000,9138100261,No View,No,1926,98115,1.5,4,1.5,7,47.6811,-122.318,645000,2550,4000
Average,20140820T000000,3359500096,No View,No,1908,98115,2,3,2,7,47.6741,-122.323,645000,2130,4000
Average,20140715T000000,3629980920,No View,No,2004,98029,2.75,4,2,9,47.5527,-121.99,645000,2330,3917
Average,20150424T000000,9268851670,No View,No,2008,98027,2.5,3,2.5,8,47.5401,-122.027,645000,2170,1984
Average,20150310T000000,6819100352,No View,No,2007,98119,2.5,3,2.5,7,47.6465,-122.358,645000,1900,1258
Average,20140529T000000,7011201004,Average,No,2008,98119,3.25,3,2,9,47.6374,-122.369,645000,1730,1229
Average,20150316T000000,889000024,No View,No,2014,98105,2.25,3,3,8,47.6636,-122.319,645000,1640,1023
Average,20141101T000000,1854900410,No View,No,2004,98074,2.5,4,2,8,47.6124,-122.009,644500,2990,5342
Average,20150409T000000,2738640040,No View,No,2007,98072,2.5,4,2,9,47.773,-122.161,644000,3310,4839
Average,20150505T000000,952005863,No View,No,2015,98116,2.25,3,3,9,47.5633,-122.385,643950,1760,2122
Average,20140905T000000,868000415,No View,No,1945,98177,2,3,2,8,47.7053,-122.374,643500,1650,7104
Average,20141118T000000,9297300740,No View,No,1971,98126,5.25,6,2,7,47.5656,-122.372,643500,3600,3960
Good,20140923T000000,4039700090,No View,No,1966,98008,2.5,3,1,9,47.6156,-122.108,643403,2350,9648
Average,20140902T000000,4172100240,No View,No,1929,98117,2.5,3,1.5,7,47.6807,-122.364,643002,1770,3744
Average,20150220T000000,326069132,No View,No,1954,98077,1.5,3,1,7,47.7631,-122.028,643000,1780,214315
Average,20150227T000000,3904940070,No View,No,1988,98029,2.5,4,2,8,47.574,-122.013,643000,2270,8391
Very Good,20141122T000000,686200510,No View,No,1965,98008,2.75,3,1,8,47.626,-122.112,643000,2030,7700
Average,20150414T000000,4221250010,No View,No,2005,98075,2.5,4,2,8,47.5894,-122.017,643000,2518,4663
Average,20141217T000000,9520900230,No View,No,2014,98072,2.75,4,2,8,47.7685,-122.159,642860,2520,6398
Average,20150422T000000,1250700060,No View,No,1919,98144,1.75,3,1,7,47.5962,-122.288,642450,1830,4160
Average,20140530T000000,7504100110,No View,No,1987,98074,2.5,3,1,10,47.6359,-122.045,642000,2670,10082
Average,20140530T000000,3905090080,No View,No,1992,98029,2.5,4,2,9,47.5717,-121.991,642000,2560,8780
Average,20140830T000000,6819100380,No View,No,1924,98109,1,3,1,7,47.6461,-122.356,642000,1040,4480
Good,20150225T000000,2887703155,No View,No,1921,98115,1,6,1.5,7,47.6862,-122.31,642000,1530,4305
Average,20150310T000000,6329000050,Good,Yes,1950,98146,1,1,1,7,47.5007,-122.382,641500,1000,9084
Average,20140827T000000,464000600,Average,No,1990,98117,2.5,3,3,10,47.6963,-122.393,641250,2220,2550
Average,20140711T000000,4348800080,No View,No,1952,98004,1,3,1,7,47.6218,-122.193,641200,1060,9123
Average,20140627T000000,203600590,No View,No,1997,98014,2.5,4,2,9,47.6622,-121.961,641000,2770,63118
Average,20150213T000000,3861400061,No View,No,1952,98004,1.75,3,1,7,47.5915,-122.202,641000,1480,9603
Average,20150406T000000,3449800290,No View,No,1996,98056,2.75,5,2,9,47.514,-122.176,641000,3710,8674
Average,20150417T000000,7853360470,Average,No,2013,98065,3.5,5,2,8,47.5162,-121.874,641000,3420,6403
Average,20141021T000000,7559600200,No View,No,2004,98075,2.5,4,2,8,47.5971,-122.031,641000,2600,6015
Average,20140715T000000,3179100435,No View,No,1953,98105,1,2,1,8,47.6694,-122.275,641000,1420,5332
Average,20140818T000000,2309000060,No View,No,2014,98056,3.25,4,2,8,47.5286,-122.187,641000,2760,4104
Very Good,20140523T000000,2028700360,No View,No,1926,98117,1.75,3,1,7,47.6786,-122.368,641000,1620,3975
Good,20150211T000000,8901000835,No View,No,1939,98125,1.75,2,1,8,47.7068,-122.308,640500,1640,6750
Good,20150506T000000,3013300980,Average,No,1919,98136,1,3,1,7,47.5305,-122.384,640500,1070,4505
Average,20141017T000000,3026079005,No View,No,1948,98019,2,6,1.5,6,47.7158,-121.966,640000,2840,228690
Good,20150511T000000,2421059090,No View,No,1979,98092,2.5,4,2,8,47.2964,-122.116,640000,4090,215186
Average,20140924T000000,7298900010,No View,No,1998,98077,2.5,4,2,9,47.7365,-122.037,640000,2970,34981
Good,20150428T000000,9238430190,No View,No,1984,98072,2,4,1.5,8,47.7713,-122.122,640000,2310,31850
Very Good,20140828T000000,3324069058,No View,No,1953,98027,2.5,3,1,8,47.5241,-122.039,640000,2790,31798
Average,20141020T000000,3023049143,No View,No,2002,98166,2.5,4,2,9,47.45,-122.334,640000,3420,21344
Average,20140827T000000,6151800135,No View,No,1969,98010,1.75,4,1,7,47.3413,-122.048,640000,2020,16120
Average,20140612T000000,8562900520,No View,No,2006,98074,3.5,5,2,9,47.6108,-122.06,640000,3690,11928
Good,20140916T000000,3210700380,No View,No,1968,98004,2.75,4,1,8,47.6006,-122.194,640000,2100,11894
Average,20140822T000000,9808610410,No View,No,1982,98004,2.5,4,2,9,47.6443,-122.194,640000,2320,11259
